City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Omsukchan,RU,62.5333,155.8,-12.73,99,100,5.64,overcast clouds
333,Gurkovo,BG,42.6667,25.8,36.5,91,100,5.95,overcast clouds
334,Amapa,BR,1.0,-52.0,71.73,99,100,3.49,overcast clouds
335,Aswan,EG,24.0934,32.907,59.76,38,0,7.11,clear sky
336,Dylym,RU,43.071,46.6345,37.99,57,82,5.57,broken clouds
337,Banda Aceh,ID,5.5577,95.3222,76.93,87,34,7.67,scattered clouds
338,Kruisfontein,ZA,-34.0033,24.7314,68.88,92,100,7.38,light rain
339,Ocala,US,29.1872,-82.1401,74.05,48,59,1.99,broken clouds
340,Mount Gambier,AU,-37.8333,140.7667,58.91,63,100,11.5,overcast clouds
341,Tiznit,MA,29.5833,-9.5,66.69,25,66,7.54,broken clouds
342,Cockburn Town,TC,21.4612,-71.1419,73.36,83,75,16.11,broken clouds
343,Lavrentiya,RU,65.5833,-171.0,1.06,68,0,22.32,clear sky
344,Angoram,PG,-4.0625,144.0661,77.81,85,100,2.68,overcast clouds
345,Aripuana,BR,-9.1667,-60.6333,73.92,96,93,0.92,overcast clouds
346,Hirara,JP,24.8,125.2833,70.07,88,75,6.91,broken clouds
347,Fort William,GB,56.8165,-5.1121,48.31,95,100,7.54,moderate rain
348,Kyren,RU,51.6828,102.1408,0.21,85,72,1.34,broken clouds
349,Homer,US,59.6425,-151.5483,33.76,84,100,5.44,overcast clouds
350,Sterling,US,39.0062,-77.4286,46.54,70,0,8.01,clear sky
351,Salinopolis,BR,-0.6136,-47.3561,78.44,85,98,12.35,overcast clouds
352,Port Blair,IN,11.6667,92.75,77.04,78,20,4.61,mist
353,Garissa,KE,-0.4536,39.6401,79.5,70,100,9.35,overcast clouds
354,Great Yarmouth,GB,52.6083,1.7305,48.22,93,100,9.15,overcast clouds
355,Skjervoy,NO,70.0311,20.9714,23.86,70,29,20.22,scattered clouds
356,Muisne,EC,0.6,-80.0333,78.91,83,57,6.11,light rain
357,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,67,75,10.0,broken clouds
358,Little Current,CA,45.9793,-81.9248,23.05,85,100,10.09,overcast clouds
359,Yanam,IN,16.7333,82.2167,64.24,92,5,0.83,clear sky
360,Lesnoy,RU,57.6198,63.0784,10.09,96,88,5.41,overcast clouds
361,Touros,BR,-5.1989,-35.4608,83.3,72,33,12.86,scattered clouds
362,Buraydah,SA,26.326,43.975,54.05,37,0,9.08,clear sky
363,Adre,TD,13.4667,22.2,63.77,19,4,8.86,clear sky
364,San-Pedro,CI,4.7485,-6.6363,79.3,82,90,7.87,overcast clouds
365,Taytay,PH,14.5678,121.1394,78.73,76,75,0.0,broken clouds
366,Emporia,US,38.4039,-96.1817,17.51,74,100,19.19,overcast clouds
367,Henties Bay,NA,-22.116,14.2845,68.86,81,63,5.06,broken clouds
368,Bilibino,RU,68.0546,166.4372,-6.84,63,49,4.9,scattered clouds
369,Malatya,TR,38.5,38.0,35.65,81,75,4.61,broken clouds
370,Kununurra,AU,-15.7667,128.7333,78.78,89,40,5.75,scattered clouds
371,Boa Vista,BR,2.8197,-60.6733,87.78,45,0,9.22,clear sky
372,Marrakesh,MA,31.6315,-8.0083,62.67,31,57,1.14,broken clouds
373,Safford,US,32.834,-109.7076,53.92,39,87,13.33,overcast clouds
374,Puerto Leguizamo,CO,-0.1934,-74.7819,81.54,61,94,2.26,overcast clouds
375,Sorland,NO,67.667,12.6934,28.53,59,100,15.55,overcast clouds
376,Acari,PE,-15.4311,-74.6158,75.88,70,17,8.12,few clouds
377,Bulgan,MN,48.8125,103.5347,-6.25,86,8,4.52,clear sky
378,Mahon,ES,39.8885,4.2658,50.56,76,0,2.3,clear sky
379,Labuhan,ID,-6.8844,112.2051,77.47,86,100,4.05,overcast clouds
380,Ranong,TH,9.9658,98.6348,76.95,84,54,3.89,broken clouds
381,Mayo,US,38.8876,-76.5119,48.07,79,0,6.8,mist
382,Dukat,RU,62.55,155.55,-14.58,100,100,5.41,overcast clouds
383,Bairiki,KI,1.3292,172.9752,80.6,89,75,3.44,light rain
384,Pasighat,IN,28.0667,95.3333,52.79,72,72,3.8,broken clouds
385,Logon,PH,11.3303,124.1146,78.62,82,94,13.18,overcast clouds
386,Mengyin,CN,35.7069,117.9264,28.81,43,67,1.74,broken clouds
387,Nemuro,JP,43.3236,145.575,23.36,72,51,7.72,broken clouds
388,Grindavik,IS,63.8424,-22.4338,25.27,86,40,6.91,scattered clouds
389,Morwell,AU,-38.2333,146.4,62.91,67,99,6.33,overcast clouds
390,Cleveland,US,41.4995,-81.6954,41.02,92,100,12.66,light rain
391,Matara,LK,5.9485,80.5353,70.84,89,4,6.53,clear sky
392,Ratnagiri,IN,16.9833,73.3,68.99,77,4,5.88,clear sky
393,Sertania,BR,-8.0736,-37.2644,81.27,46,98,9.66,overcast clouds
394,Xinpu,CN,34.5997,119.1594,29.1,61,34,0.72,scattered clouds
395,Waipawa,NZ,-41.4122,175.5153,74.03,57,92,12.35,light rain
396,Honggang,CN,46.4667,124.8667,-12.96,95,22,4.94,few clouds
397,Portland,US,45.5234,-122.6762,46.62,92,100,3.0,overcast clouds
398,Laguna,US,38.421,-121.4238,62.29,27,0,11.01,clear sky
399,Faya,SA,18.3851,42.4509,53.71,67,10,1.19,clear sky
400,Plettenberg Bay,ZA,-34.0527,23.3716,69.62,90,100,4.92,overcast clouds
401,Omegna,IT,45.8798,8.408,51.51,61,0,7.05,clear sky
402,Ucluelet,CA,48.9329,-125.5528,42.1,89,100,6.22,overcast clouds
403,Hazleton,US,40.9584,-75.9746,36.25,80,0,4.61,clear sky
404,Nelson Bay,AU,-32.7167,152.15,68.11,92,100,3.0,overcast clouds
405,Toyooka,JP,35.5333,134.8333,33.91,85,100,3.74,overcast clouds
406,Zwedru,LR,6.0667,-8.1281,74.64,80,43,5.06,scattered clouds
407,Bollnas,SE,61.3482,16.3946,15.62,98,99,1.45,overcast clouds
408,Kaduy,RU,59.2,37.15,11.89,98,97,2.8,overcast clouds
409,Sur,OM,22.5667,59.5289,71.51,57,4,18.07,clear sky
410,Socoltenango,MX,16.2167,-92.25,75.87,39,0,6.31,clear sky
411,Le Marin,MQ,14.4721,-60.8697,78.78,73,0,9.22,clear sky
412,Iranshahr,IR,27.2025,60.6848,54.28,40,0,6.4,clear sky
413,La Roche-Sur-Yon,FR,46.6667,-1.4333,45.84,87,100,6.91,overcast clouds
414,Alcantara,BR,-2.4089,-44.4147,82.6,82,97,10.54,overcast clouds
415,Aitape,PG,-3.1374,142.3475,78.73,86,100,3.67,overcast clouds
416,Darnah,LY,32.767,22.6367,50.94,73,33,15.5,scattered clouds
417,Belaya Gora,RU,68.5333,146.4167,-29.33,100,92,2.82,overcast clouds
418,Lisakovsk,KZ,52.5369,62.4936,18.12,92,100,8.39,overcast clouds
419,Grand Forks,US,47.9417,-97.4337,-5.87,88,17,7.61,few clouds
420,Jian,CN,27.1172,114.9793,38.23,92,100,4.29,overcast clouds
421,Carutapera,BR,-1.195,-46.02,75.92,91,100,7.72,overcast clouds
422,Saint-Pierre,RE,-21.3393,55.4781,80.28,83,75,34.52,light rain
423,Sherman,US,33.6357,-96.6089,35.91,87,100,18.54,snow
424,Jicin,CZ,50.4372,15.3516,38.88,97,41,9.37,scattered clouds
425,Waitati,NZ,-45.75,170.5667,55.99,95,100,7.0,overcast clouds
426,Beaverlodge,CA,55.2166,-119.4361,-6.45,94,100,2.46,light snow
427,Chiang Kham,TH,19.5233,100.3,53.51,50,5,2.17,clear sky
428,Guerrero Negro,MX,27.9769,-114.0611,64.6,44,2,13.82,clear sky
429,Zyryanka,RU,65.75,150.85,-19.68,98,78,5.97,broken clouds
430,Derzhavinsk,KZ,51.1,66.3167,12.49,89,98,6.2,overcast clouds
431,Leh,IN,34.1667,77.5833,6.53,91,98,3.09,overcast clouds
432,Suntar,RU,62.1444,117.6319,-28.14,100,29,3.49,scattered clouds
433,Orizona,BR,-17.0314,-48.2958,69.89,88,100,1.32,overcast clouds
434,Ripon,GB,54.1352,-1.5212,49.87,87,100,9.57,overcast clouds
435,Bria,CF,6.5423,21.9863,79.47,21,97,3.69,overcast clouds
436,Mikkeli,FI,61.6886,27.2723,2.14,84,0,3.44,clear sky
437,Mwanza,TZ,-2.5167,32.9,69.85,88,20,5.75,few clouds
438,Danilovka,RU,50.3557,44.1168,35.6,100,100,11.88,light rain
439,Hualmay,PE,-11.0964,-77.6139,73.24,73,5,12.66,clear sky
440,Camana,PE,-16.6228,-72.7111,72.68,79,48,8.86,scattered clouds
441,Bahia Blanca,AR,-38.7196,-62.2724,84.49,34,100,4.07,overcast clouds
442,Mathbaria,BD,22.2876,89.9593,64.0,89,0,1.88,clear sky
443,Toamasina,MG,-18.1667,49.3833,77.0,78,40,11.5,scattered clouds
444,Batemans Bay,AU,-35.7167,150.1833,66.99,50,10,8.68,clear sky
445,Lempaala,FI,61.3167,23.75,13.41,90,97,1.14,overcast clouds
446,Palembang,ID,-2.9167,104.7458,77.09,94,20,0.0,mist
447,Batticaloa,LK,7.7102,81.6924,76.14,70,77,2.64,broken clouds
448,Olafsvik,IS,64.8945,-23.7142,30.25,52,98,4.27,snow
449,Luanda,AO,-8.8368,13.2343,75.2,88,40,6.91,scattered clouds
450,Plerin,FR,48.5425,-2.7798,46.72,92,100,1.01,overcast clouds
451,Rabat,MA,33.9911,-6.8401,53.01,100,94,3.44,overcast clouds
452,Arlit,NE,18.7369,7.3853,63.79,16,0,16.4,clear sky
453,Shaki,AZ,41.0833,47.1667,48.99,44,72,4.94,broken clouds
454,Qaqortoq,GL,60.7167,-46.0333,3.58,66,65,8.01,broken clouds
455,Osakarovka,KZ,50.565,72.5692,9.99,86,100,5.03,overcast clouds
456,La Libertad,EC,-2.2333,-80.9,83.86,65,0,8.05,clear sky
457,Kijang,KR,35.2442,129.2139,28.13,48,98,5.55,overcast clouds
458,Ketchikan,US,55.3422,-131.6461,37.38,94,100,4.59,light rain
459,Severo-Kurilsk,RU,50.6789,156.125,29.14,78,98,7.54,overcast clouds
460,Seddon,AU,-37.8068,144.8916,63.68,69,100,8.01,overcast clouds
461,Bubaque,GW,11.2833,-15.8333,77.97,85,12,11.77,few clouds
462,Bara,NG,10.3744,10.7288,67.71,15,6,9.33,clear sky
463,Svetlogorsk,BY,52.6333,29.7333,29.46,97,99,7.96,light snow
464,Las Lomas,PA,8.4333,-82.4,85.41,58,20,8.05,few clouds
465,Colac,AU,-38.3333,143.5833,60.01,60,92,9.93,overcast clouds
466,Houston,US,29.7633,-95.3633,73.85,81,100,5.01,overcast clouds
467,Odienne,CI,9.51,-7.5692,73.29,11,49,3.8,scattered clouds
468,Krivosheino,RU,57.3431,83.9261,2.68,100,91,5.06,overcast clouds
469,Jiangyou,CN,31.7667,104.7167,36.63,87,72,0.96,broken clouds
470,Pozo Colorado,PY,-23.4923,-58.7972,92.64,29,65,6.44,broken clouds
471,Namibe,AO,-15.1961,12.1522,72.5,71,84,10.76,broken clouds
472,Carmelo,UY,-33.9892,-58.2856,84.16,47,89,9.08,overcast clouds
473,Verkhnevilyuysk,RU,63.4453,120.3167,-20.7,98,100,4.59,overcast clouds
474,Taltal,CL,-25.4,-70.4833,69.26,72,20,6.6,few clouds
475,Novobiryusinskiy,RU,56.9578,97.7076,1.2,98,100,2.15,overcast clouds
476,Lock Haven,US,41.137,-77.4469,39.07,79,100,2.64,overcast clouds
477,Roald,NO,62.5833,6.1333,33.94,80,0,10.36,clear sky
478,Beloha,MG,-25.1667,45.05,72.32,75,0,13.6,clear sky
479,Gizo,SB,-8.103,156.8419,82.49,78,100,15.23,moderate rain
480,Terrace Bay,CA,48.7834,-87.1,4.62,85,96,10.65,overcast clouds
481,Yerbogachen,RU,61.2767,108.0108,-4.76,99,98,3.56,overcast clouds
482,Khani,GE,41.9563,42.9566,40.57,74,98,10.13,overcast clouds
483,Asau,RO,46.4333,26.4,22.28,89,87,6.24,overcast clouds
484,Rapid Valley,US,44.0625,-103.1463,9.72,64,100,5.01,overcast clouds
485,Trelleborg,SE,55.3751,13.1569,35.94,87,80,18.68,broken clouds
486,Bloomfield,US,40.8068,-74.1854,41.7,92,100,5.75,overcast clouds
487,Montijo,PT,38.7067,-8.9739,56.59,82,0,3.44,clear sky
488,Taoudenni,ML,22.6783,-3.9836,66.06,19,15,13.4,few clouds
489,Disna,BY,55.568,28.1971,18.64,98,100,4.9,overcast clouds
490,Malanje,AO,-9.5402,16.341,62.78,80,20,3.29,few clouds
491,Koutiala,ML,12.3917,-5.4642,73.98,11,2,7.52,clear sky
492,Norrtalje,SE,59.758,18.705,24.08,71,56,2.8,broken clouds
493,Ust-Nera,RU,64.5667,143.2,-18.31,100,92,2.64,overcast clouds
494,Talaya,RU,61.3833,152.75,-9.99,97,100,5.41,overcast clouds
495,Vysha,RU,53.8477,42.3777,19.4,100,100,1.45,overcast clouds
496,Porto Walter,BR,-8.2686,-72.7439,79.9,72,99,4.38,overcast clouds
497,Vardo,NO,70.3705,31.1107,21.4,60,100,18.9,light snow
498,Igdir,TR,39.9237,44.045,30.13,69,87,3.85,overcast clouds
499,Siavonga,ZM,-16.5382,28.7088,73.54,87,1,4.05,clear sky
500,Jambi,ID,-1.6,103.6167,72.73,97,100,1.99,overcast clouds
501,Yashkul,RU,46.1711,45.3435,35.24,94,93,9.19,overcast clouds
502,Znamenskoye,RU,57.1281,73.8282,18.09,88,100,8.59,overcast clouds
503,Jalu,LY,29.0331,21.5482,52.39,59,45,16.71,scattered clouds
504,Port Lincoln,AU,-34.7333,135.8667,64.8,68,23,16.31,few clouds
505,Umm Kaddadah,SD,13.6017,26.6876,67.78,20,11,5.35,few clouds
506,Heihe,CN,50.2441,127.4902,-3.42,85,10,9.01,clear sky
507,Saint-Gaudens,FR,43.0833,0.6667,49.14,56,2,5.5,clear sky
508,Goderich,CA,43.7501,-81.7165,27.91,93,100,12.66,snow
509,Mehamn,NO,71.0357,27.8492,25.07,73,100,9.91,overcast clouds
510,Grand Baie,MU,-20.0182,57.5802,80.46,82,100,18.01,light rain
511,Khovu-Aksy,RU,51.1333,93.6,-7.53,87,100,1.07,overcast clouds
512,San Patricio,US,28.017,-97.5169,78.78,75,88,12.21,overcast clouds
513,Zaysan,KZ,47.4667,84.8667,-3.37,83,16,3.22,few clouds
514,Verkh-Suetka,RU,53.3,80.05,-7.11,100,100,2.64,overcast clouds
515,Kommunar,RU,59.6206,30.39,20.73,98,99,1.23,overcast clouds
516,Verkhnetulomskiy,RU,68.6073,31.7962,1.53,100,100,0.98,overcast clouds
517,Hambantota,LK,6.1241,81.1185,72.1,84,5,9.17,clear sky
518,Pimentel,PE,-6.8367,-79.9342,72.27,76,11,15.66,few clouds
519,Moba,CN,33.2288,105.0179,24.46,91,100,4.85,overcast clouds
520,Kyra,RU,49.5776,111.9753,-13.43,93,11,5.44,few clouds
521,Kichera,RU,55.9375,110.0997,-10.89,91,48,3.11,scattered clouds
522,Gudari,IN,19.35,83.7833,62.2,95,6,0.45,clear sky
523,San Quintin,MX,30.4833,-115.95,61.27,57,0,11.27,clear sky
524,Vokhtoga,RU,58.8147,41.0461,12.24,98,95,5.06,overcast clouds
525,Graham,US,47.0529,-122.2943,42.3,82,90,3.0,overcast clouds
526,Brae,GB,60.3964,-1.353,44.51,91,100,10.71,overcast clouds
527,Xambioa,BR,-6.4111,-48.5364,74.82,94,41,2.71,light rain
528,Rangoon,MM,16.8053,96.1561,64.36,88,34,1.14,scattered clouds
529,Cap Malheureux,MU,-19.9842,57.6142,80.47,82,100,18.01,overcast clouds
530,Buala,SB,-8.145,159.5921,81.88,80,100,8.34,moderate rain
531,Lima,PE,-12.0432,-77.0282,76.14,60,0,14.97,clear sky
532,Aksu,CN,41.1231,80.2644,22.12,55,93,1.66,overcast clouds
533,Hermiston,US,45.8404,-119.2895,42.42,38,100,3.94,overcast clouds
534,Hamilton,US,39.1834,-84.5333,45.12,95,100,1.01,moderate rain
535,Dunedin,NZ,-45.8742,170.5036,55.42,92,100,10.98,light rain
536,Kutum,SD,14.2,24.6667,65.14,22,39,9.91,scattered clouds
537,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,95.58,20,74,1.9,broken clouds
538,Cururupu,BR,-1.8283,-44.8683,74.61,94,99,3.78,overcast clouds
539,Shahrud,IR,36.4182,54.9763,34.39,72,0,2.57,clear sky
540,Taitung,TW,22.7583,121.1444,66.47,88,75,3.44,broken clouds
541,Kuala Kedah,MY,6.1,100.3,75.6,89,60,5.37,broken clouds
542,Moshenskoye,RU,58.5102,34.5911,8.76,100,98,1.74,overcast clouds
543,Harper,LR,4.375,-7.7169,79.14,80,87,8.34,overcast clouds
544,Rio Grande,BR,-32.035,-52.0986,74.12,84,0,19.13,clear sky
545,Havelock,US,34.8791,-76.9013,56.95,79,53,5.28,broken clouds
546,Lawrenceburg,US,38.0373,-84.8966,49.3,93,100,4.0,overcast clouds
547,Adrar,MR,20.5022,-10.0711,68.94,21,67,11.1,broken clouds
548,Grand Gaube,MU,-20.0064,57.6608,80.38,82,100,18.01,overcast clouds
549,Hasaki,JP,35.7333,140.8333,27.0,52,44,12.08,scattered clouds
550,Atambua,ID,-9.1061,124.8925,74.88,86,95,2.62,moderate rain
551,Birjand,IR,32.8663,59.2211,37.51,40,0,4.0,clear sky
552,Trinidad,BO,-14.8333,-64.9,75.76,94,63,4.43,broken clouds
553,Acarau,BR,-2.8856,-40.12,79.66,80,54,11.52,broken clouds
554,Shimoda,JP,34.6667,138.95,43.11,61,48,21.54,scattered clouds
555,Kaili,ID,-3.4626,120.2147,68.16,92,100,2.13,overcast clouds
556,Storsteinnes,NO,69.2408,19.2344,12.2,91,82,6.6,broken clouds
557,Manhattan,US,40.7834,-73.9662,41.67,90,100,5.01,overcast clouds
558,Bosansko Grahovo,BA,44.1794,16.3639,36.86,79,55,9.89,broken clouds
559,Gboko,NG,7.3179,8.9951,80.33,15,5,3.94,clear sky
560,Lorengau,PG,-2.0226,147.2712,80.26,80,100,11.54,light rain
561,Bouillante,GP,16.1304,-61.7692,78.03,75,2,9.78,clear sky
562,Catamarca,AR,-28.4696,-65.7852,82.58,48,4,7.58,clear sky
563,Raymond,US,43.9015,-70.4703,40.12,86,98,3.36,overcast clouds
564,Arkansas City,US,37.062,-97.0384,19.08,79,100,20.71,snow
565,Dangriga,BZ,16.9692,-88.2321,80.98,79,3,8.37,clear sky
566,Codrington,AU,-38.2667,141.9667,59.79,63,89,14.38,overcast clouds
567,Dossor,KZ,47.5272,52.9811,31.89,89,93,12.35,overcast clouds
568,Tura,IN,25.5198,90.2201,58.93,54,80,2.75,broken clouds
569,Tevriz,RU,57.509,72.4042,21.13,94,100,7.58,overcast clouds
570,Cartagena,CO,10.3997,-75.5144,80.47,76,0,17.31,clear sky
571,Coihaique,CL,-45.5752,-72.0662,67.95,52,40,6.91,scattered clouds
572,Embonas,GR,36.2269,27.8564,51.84,77,100,22.88,overcast clouds
573,Pinega,RU,64.7001,43.3936,11.68,97,100,1.9,overcast clouds
574,Guaraniacu,BR,-25.1008,-52.8781,71.8,76,71,3.51,broken clouds
575,Iquique,CL,-20.2208,-70.1431,69.57,78,19,7.7,few clouds
576,Ust-Kuyga,RU,70.0167,135.6,-21.57,96,90,6.62,overcast clouds
577,Monclova,MX,26.9,-101.4167,75.06,44,10,8.01,clear sky
578,Narsaq,GL,60.9167,-46.05,3.42,64,65,8.28,broken clouds
579,Newton,US,42.337,-71.2092,41.86,88,100,1.19,overcast clouds
580,Araguacu,BR,-12.9306,-49.8264,75.42,87,43,1.72,scattered clouds
581,Sayyan,YE,15.1718,44.3244,50.23,60,79,4.47,broken clouds
582,Kaura Namoda,NG,12.5898,6.5779,65.98,10,53,9.73,broken clouds
583,Ust-Kan,RU,50.9276,84.761,-5.13,92,30,3.27,scattered clouds
584,Qitaihe,CN,45.8,130.85,0.81,89,64,12.64,broken clouds
585,San Mateo Del Mar,MX,16.2,-95.0,79.32,76,5,16.22,clear sky
586,Galle,LK,6.0367,80.217,72.79,84,16,3.67,few clouds
587,Borisoglebskiy,RU,57.2586,39.1508,19.04,98,100,4.85,overcast clouds
588,Nantucket,US,41.2835,-70.0995,43.03,99,99,12.71,overcast clouds
589,Sola,VU,-13.8833,167.55,83.07,84,100,0.0,very heavy rain
590,Port Augusta,AU,-32.5,137.7667,67.71,47,0,13.91,clear sky
591,Olinda,BR,-8.0089,-34.8553,81.27,71,44,12.35,scattered clouds
592,Llangefni,GB,53.2556,-4.3106,49.66,87,100,10.36,overcast clouds
593,Stolin,BY,51.8912,26.846,29.08,97,100,13.31,light snow
594,Mandalgovi,MN,45.7625,106.2708,-0.29,78,2,10.09,clear sky
595,Mbigou,GA,-1.9005,11.906,68.27,97,100,3.56,light rain
596,Puchezh,RU,56.9788,43.1676,9.5,99,96,4.59,overcast clouds
597,Sibolga,ID,1.7427,98.7792,75.88,81,85,2.93,overcast clouds
598,Kathu,TH,7.9178,98.3332,78.62,80,46,11.03,scattered clouds
599,Enschede,NL,52.2183,6.8958,46.71,88,100,5.99,overcast clouds
600,Iberia,US,29.9502,-91.7507,75.02,73,0,9.22,clear sky
601,Newport,GB,51.5877,-2.9984,48.16,89,100,7.54,overcast clouds
602,Norfolk,US,42.1668,-71.2495,41.68,88,100,0.96,overcast clouds
603,Palatka,US,29.6486,-81.6376,72.59,58,80,7.81,broken clouds
604,Morondava,MG,-20.2833,44.2833,80.69,85,78,7.07,light rain
605,Canaries,ES,28.0,-15.5,64.36,53,20,26.46,few clouds
606,Bradford,GB,53.7939,-1.7521,48.83,73,100,9.6,overcast clouds
607,Kieta,PG,-6.2167,155.6333,84.04,72,100,10.4,light rain
608,Hyderabad,IN,17.3753,78.4744,67.51,94,20,6.91,mist
609,Passos,BR,-20.7189,-46.6097,66.2,95,97,2.39,overcast clouds
610,Asfi,MA,32.2994,-9.2372,62.13,55,60,10.07,broken clouds
611,Gladstone,AU,-23.85,151.25,76.93,83,40,3.44,scattered clouds
612,Christchurch,NZ,-43.5333,172.6333,83.32,57,100,5.75,overcast clouds
613,Jiancheng,CN,30.391,104.5491,38.08,91,41,1.97,scattered clouds
614,Hailar,CN,49.2,119.7,-28.7,100,71,4.05,broken clouds
615,Auki,SB,-8.7676,160.7034,81.23,81,100,6.22,light rain
616,Pedernales,DO,18.0384,-71.744,79.12,71,14,2.64,few clouds
617,Charters Towers,AU,-20.1,146.2667,82.35,72,100,11.25,overcast clouds
618,Snyder,US,32.7179,-100.9176,27.52,86,100,12.66,overcast clouds
619,Margate,GB,51.3813,1.3862,47.75,88,100,1.99,overcast clouds
620,Alexandria,EG,31.2156,29.9553,55.36,71,40,3.44,scattered clouds
621,Omaruru,NA,-21.4333,15.9333,67.19,54,3,5.73,clear sky
622,Ngunguru,NZ,-35.6167,174.5,75.16,81,100,15.03,overcast clouds
623,Xacmaz,AZ,41.4635,48.806,40.14,79,61,2.82,broken clouds
624,Tabou,CI,4.423,-7.3528,79.0,81,68,8.05,broken clouds
625,Katangli,RU,51.7102,143.2326,2.91,92,100,20.56,overcast clouds
626,Chimbote,PE,-9.0853,-78.5783,73.2,73,41,12.44,scattered clouds
627,Waingapu,ID,-9.6567,120.2641,79.65,78,19,9.51,few clouds
628,Point Fortin,TT,10.1833,-61.6833,80.02,78,24,16.08,few clouds
629,Rundu,NA,-17.9333,19.7667,67.86,62,48,0.89,scattered clouds
630,Vaitape,PF,-16.5167,-151.75,81.16,72,17,19.44,few clouds
631,La Asuncion,VE,11.0333,-63.8628,77.59,83,2,18.01,clear sky
632,Maniitsoq,GL,65.4167,-52.9,4.6,71,100,18.9,overcast clouds
633,Hay River,CA,60.8156,-115.7999,-10.93,98,35,3.62,scattered clouds
634,Ballina,AU,-28.8667,153.5667,73.78,99,100,13.44,overcast clouds
635,Morena,IN,26.4969,78.0,55.24,57,0,11.59,clear sky
636,Blackwater,AU,-23.5833,148.8833,75.25,91,100,9.31,overcast clouds
637,Tual,ID,-5.6667,132.75,82.99,73,100,8.59,overcast clouds
638,Baruun-Urt,MN,46.6806,113.2792,-11.96,94,65,3.31,broken clouds
639,Mayskiy,RU,47.6931,40.1025,44.44,97,100,9.19,light rain
640,Takhtamygda,RU,54.1,123.5667,-17.86,96,40,3.24,scattered clouds
641,Griffith,US,41.5284,-87.4237,26.76,90,100,4.0,light snow
642,Vila,PT,42.0304,-8.1588,43.68,78,96,4.29,overcast clouds
643,Teya,RU,60.3778,92.6267,13.55,94,100,5.26,overcast clouds
644,Kattivakkam,IN,13.2167,80.3167,76.06,76,6,4.5,clear sky
645,Myanaung,MM,18.2833,95.3167,59.81,64,3,6.17,clear sky
646,Kandi,BJ,11.1342,2.9386,69.66,11,59,4.83,broken clouds
647,Ruteng,ID,-8.6136,120.4721,64.62,83,83,2.24,light rain
648,Yumen,CN,40.2833,97.2,20.8,37,100,10.2,overcast clouds
649,Juybar,IR,36.6412,52.9124,48.96,60,0,3.76,clear sky
650,Greystones,IE,53.1408,-6.0631,48.88,93,100,7.29,overcast clouds
651,Kloulklubed,PW,7.0419,134.2556,82.9,75,100,19.08,light rain
652,Halifax,CA,44.6453,-63.5724,34.48,87,89,4.0,overcast clouds
653,Alta Floresta,BR,-9.8756,-56.0861,73.13,92,36,1.5,scattered clouds
654,Luoyang,CN,34.6836,112.4536,32.94,69,100,0.92,overcast clouds
655,Mpophomeni,ZA,-29.5682,30.1862,65.3,73,61,5.21,broken clouds
656,Shirgaon,IN,19.7,72.7,69.42,74,4,1.45,clear sky
657,Edremit,TR,39.5961,27.0244,44.35,93,75,8.05,broken clouds
658,Tashla,RU,51.7716,52.7427,26.67,97,100,8.32,snow
659,Valencia,ES,39.3333,-0.8333,54.7,49,0,6.06,clear sky
660,Kirkwood,US,38.5834,-90.4068,20.59,89,100,5.99,mist
661,Urengoy,RU,65.9667,78.3667,-13.81,99,85,9.53,overcast clouds
662,Upata,VE,8.0086,-62.3989,80.19,63,60,6.31,broken clouds
663,Canals,ES,38.9625,-0.5844,57.81,42,0,4.7,clear sky
664,Eyl,SO,7.9803,49.8164,73.15,77,6,14.2,clear sky
665,Ulaangom,MN,49.9811,92.0667,-20.83,90,98,2.21,overcast clouds
666,Tigil,RU,57.8,158.6667,11.7,91,97,3.18,overcast clouds
667,Araouane,ML,18.9048,-3.5265,64.63,13,72,11.16,broken clouds
